,track_uri,title_track,artist	
1947,3Fzlg5r1IjhLk2qRw667od,Dancing in the Moonlight,Toploader	
1948,4sxsZUKO543RzqWPeA5cQY,The Worker,Fischer-Z	
1949,6I9VzXrHxO9rA9A5euc8Ak,Toxic,Britney Spears	
1950,3mwFncaI2HBczQ92GP9MQF,Lady Writer,Dire Straits	
1951,0Vnw5XZAHDiTSG1x29yox5,One,Johnny Cash	
1952,1zNXF2svmdlNxfS5XeNUgr,Don't Know Why,Norah Jones	
1953,6mZCiuIXcA12syIS23Dyxa,Come Undone,Robbie Williams	
1954,1gFNm7cXfG1vSMcxPpSxec,"Ob-La-Di, Ob-La-Da - Remastered 2009",The Beatles	
1955,2w4a4ur2uRf530cbzyTlWo,I Can't Make You Love Me - Studio Version,George Michael	
1956,5huSgTVqBdIJTFhpShJfcg,Love Rears Its Ugly Head,Living Colour	
1957,3ezkfApB6BK9c2QyMqAs2r,Bombay,Golden Earring	
1958,0RteYQqW1AOq3JNL0yMWYt,You Got It,Roy Orbison	
1959,50q2aUjWoTn6CJIfSPRJQA,(They Long To Be) Close To You,Carpenters	
1960,126fRzagfqQvb3qrYVUV9T,Sexy Als Ik Dans,Nielson	
1961,6r8k1vznHrzlEKYxL4dZEe,La Isla Bonita,Madonna	
1962,4ZCaO5I6XdIHb0X2UwNDtZ,Kissing a Fool,George Michael	
1963,5EAgXGJ8Kw5QAfhQkZXYqT,Master Blaster (Jammin'),Stevie Wonder	
1964,1DGaqkDcIYIBZSpW5vyoOL,Mr. Bojangles - Single Version,Sammy Davis Jr.	
1965,45I37gu7jG5JsXyqYm4YDT,Ik Leef Niet Meer Voor Jou,Marco Borsato	
1966,50kpGaPAhYJ3sGmk6vplg0,Love Yourself,Justin Bieber	
1967,11ygR5HZFXjtQIF3ggvwvr,Down Man,Brainbox	
1968,6OPi0rUWmRWJhe1BjeOlJb,I Don't Want to Talk About It - 1989 Version,Rod Stewart	
1969,2fYYmPNwDaNpw1KRSxpQ5H,Why,Annie Lennox	
1970,7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),Calvin Harris	
1971,77oU2rjC5XbjQfNe3bD6so,Beast Of Burden - Remastered 1994,The Rolling Stones	
1972,7kNNylJ1kswWbHeRM6UDuE,Blinded By The Light,Manfred Mann's Earth Band	
1973,2wSAWEYUHkt92X4SBAPqZE,Karma Chameleon - Remastered 2002,Culture Club	
1974,6cARFkZxx2JR3JlvDzeLZc,Love of the Common People,Paul Young	
1975,3lhvsoVWgs45RwQZnqJc3q,Foolish Games,Jewel	
1976,4ppG3XawSqo2b0qpq4E3vb,Hold On,Armin van Buuren	
1977,65lHwG8JFJs67PnOUhCYPq,Fire,The Pointer Sisters	
1978,0rwf08N6Fm5K57S7e7FJty,Zij Weet Het - Studio Versie,Tino Martin	
1979,3DFjWyIJ2FA8ehRRynybpO,Little Red Rooster - (Original Single Mono Version),The Rolling Stones	
1980,40h65HAR8COEoqkMwUUQHu,Peaceful Easy Feeling - 2013 Remaster,Eagles	
1981,1qyJ6XpMHdsJD8pkiA7Qww,We Don't Need Another Hero (Thunderdome),Tina Turner	
1982,6TJa7RJhrlI4PYaBv0Nx8h,Sylvia,Focus	
1983,68uuz61IqrSJjO6ffO3yHc,Secret Garden,Bruce Springsteen	
1984,6aqWPEhtxJaPbSabre2fdx,Woman from Tokyo,Deep Purple	
1985,4CGgcpgWRnAqJXK6PXQLB1,A Night Like This,Caro Emerald	
1986,54iCdVRWMgmy22pJj0FwHN,Zij,Marco Borsato	
1987,3Q2M6sNKDwoqZGBvwdFqZr,Adagio For Strings,TiÃ«sto	
1988,6G3NoUqDpqD3Rgfel2pD6s,Cocaine,J.J. Cale	
1989,3LSXZhstWrAdQZC8C8moU0,"Mamma, woar is mien pils",Normaal	
1990,58ge6dfP91o9oXMzq3XkIS,505,Arctic Monkeys	
1991,7lqDKfbqbWpDvoPPxz6xTN,"Fire - Live at the Winterland, San Francisco, CA - December 1978",Bruce Springsteen	
1992,5J2CHimS7dWYMImCHkEFaJ,A Hard Day's Night - Remastered 2009,The Beatles	
1993,7kXmJwrZGIhDaLT9sNo3ut,Hey Boy Hey Girl,The Chemical Brothers	
1994,1yqMgZNrevsWMLWfO2PRp5,Charlie Brown,Coldplay	
1995,6TgqY8Vfm4StBe8hsxi3Ti,Beast of Burden,Bette Midler	
1996,1vLPTWPfJSIrqOhNUWNfNY,It Was A Very Good Year - 2008 Remastered,Frank Sinatra	
1997,20spLbe6JY99hKf5dA4It3,Hou Van Mij,3JS	
1998,5wANPM4fQCJwkGd4rN57mH,drivers license,Olivia Rodrigo	
